SKU,Danh mục,Danh mục con,Tên sản phẩm,Thông số kỹ thuật,Xuất xứ,Giá (VNĐ)
PLY-0212,Puly truyền động,Puly 4C,Puly 4C Dĩa Ø420mm,Đường kính: 420mm | Loại: 4C Dĩa,,2330000
PLY-0213,Puly truyền động,Puly 5C,Puly 5C Dĩa Ø420mm,Đường kính: 420mm | Loại: 5C Dĩa,,2935000
PLY-0214,Puly truyền động,Puly 5B,Puly 5B Dĩa Ø450mm,Đường kính: 450mm | Loại: 5B Dĩa,,2330000
PLY-0215,Puly truyền động,Puly 3C,Puly 3C Dĩa Ø450mm,Đường kính: 450mm | Loại: 3C Dĩa,,1895000
PLY-0216,Puly truyền động,Puly 4C,Puly 4C Dĩa Ø450mm,Đường kính: 450mm | Loại: 4C Dĩa,,2420000
PLY-0217,Puly truyền động,Puly 5C,Puly 5C Dĩa Ø450mm,Đường kính: 450mm | Loại: 5C Dĩa,,3025000
PLY-0218,Puly truyền động,Puly 5B,Puly 5B Dĩa Ø480mm,Đường kính: 480mm | Loại: 5B Dĩa,,2530000
PLY-0219,Puly truyền động,Puly 4C,Puly 4C Dĩa Ø480mm,Đường kính: 480mm | Loại: 4C Dĩa,,2760000
PLY-0220,Puly truyền động,Puly 5C,Puly 5C Dĩa Ø480mm,Đường kính: 480mm | Loại: 5C Dĩa,,3105000
PLY-0221,Puly truyền động,Puly 5B,Puly 5B Dĩa Ø500mm,Đường kính: 500mm | Loại: 5B Dĩa,,2670000
PLY-0222,Puly truyền động,Puly 3C,Puly 3C Dĩa Ø500mm,Đường kính: 500mm | Loại: 3C Dĩa,,2070000
PLY-0223,Puly truyền động,Puly 4C,Puly 4C Dĩa Ø500mm,Đường kính: 500mm | Loại: 4C Dĩa,,2835000
PLY-0224,Puly truyền động,Puly 5C,Puly 5C Dĩa Ø500mm,Đường kính: 500mm | Loại: 5C Dĩa,,3460000
PLY-0225,Puly truyền động,Puly 5B,Puly 5B Dĩa Ø520mm,Đường kính: 520mm | Loại: 5B Dĩa,,2915000
PLY-0226,Puly truyền động,Puly 3C,Puly 3C Dĩa Ø520mm,Đường kính: 520mm | Loại: 3C Dĩa,,2250000
PLY-0227,Puly truyền động,Puly 4C,Puly 4C Dĩa Ø520mm,Đường kính: 520mm | Loại: 4C Dĩa,,2935000
PLY-0228,Puly truyền động,Puly 5C,Puly 5C Dĩa Ø520mm,Đường kính: 520mm | Loại: 5C Dĩa,,3700000
PLY-0229,Puly truyền động,Puly 5B,Puly 5B Dĩa Ø550mm,Đường kính: 550mm | Loại: 5B Dĩa,,3110000
PLY-0230,Puly truyền động,Puly 3C,Puly 3C Dĩa Ø550mm,Đường kính: 550mm | Loại: 3C Dĩa,,2420000
PLY-0231,Puly truyền động,Puly 4C,Puly 4C Dĩa Ø550mm,Đường kính: 550mm | Loại: 4C Dĩa,,3275000
PLY-0232,Puly truyền động,Puly 5C,Puly 5C Dĩa Ø550mm,Đường kính: 550mm | Loại: 5C Dĩa,,4480000
PLY-0233,Puly truyền động,Puly 5B,Puly 5B Dĩa Ø600mm,Đường kính: 600mm | Loại: 5B Dĩa,,3260000
PLY-0234,Puly truyền động,Puly 3C,Puly 3C Dĩa Ø600mm,Đường kính: 600mm | Loại: 3C Dĩa,,2750000
PLY-0235,Puly truyền động,Puly 4C,Puly 4C Dĩa Ø600mm,Đường kính: 600mm | Loại: 4C Dĩa,,3450000
PLY-0236,Puly truyền động,Puly 5C,Puly 5C Dĩa Ø600mm,Đường kính: 600mm | Loại: 5C Dĩa,,4840000
MTC-0237,Puly truyền động,Mắt trâu,Mắt trâu SA6/SI6,Ren ngoài: SA6 | Ren trong: SI6,,30000
MTC-0238,Puly truyền động,Mắt trâu,Mắt trâu SA8/SI8,Ren ngoài: SA8 | Ren trong: SI8,,40000
MTC-0239,Puly truyền động,Mắt trâu,Mắt trâu SA10/SI10,Ren ngoài: SA10 | Ren trong: SI10,,50000
MTC-0240,Puly truyền động,Mắt trâu,Mắt trâu SA12/SI12,Ren ngoài: SA12 | Ren trong: SI12,,60000
MTC-0241,Puly truyền động,Mắt trâu,Mắt trâu SA14/SI14,Ren ngoài: SA14 | Ren trong: SI14,,80000
MTC-0242,Puly truyền động,Mắt trâu,Mắt trâu SA16/SI16,Ren ngoài: SA16 | Ren trong: SI16,,10000
MTC-0243,Puly truyền động,Mắt trâu,Mắt trâu SA18/SI18,Ren ngoài: SA18 | Ren trong: SI18,,140000
MTC-0244,Puly truyền động,Mắt trâu,Mắt trâu SA20/SI20,Ren ngoài: SA20 | Ren trong: SI20,,180000
BX-0245,Puly truyền động,Bánh xe,Bánh xe 6 Phân,Size: 6 Phân,,50000
BX-0246,Puly truyền động,Bánh xe,Bánh xe 8 Phân,Size: 8 Phân,,70000
BX-0247,Puly truyền động,Bánh xe,Bánh xe 9 Phân,Size: 9 Phân,,85000
BX-0248,Puly truyền động,Bánh xe,Bánh xe 1T,Size: 1T,,95000
BX-0249,Puly truyền động,Bánh xe,Bánh xe 1T2,Size: 1T2,,110000
BX-0250,Puly truyền động,Bánh xe,Bánh xe 120mm,Size: 120mm,,220000
BX-0251,Puly truyền động,Bánh xe,Bánh xe 150mm,Size: 150mm,,300000
BD-0252,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6000 NSK,Mã: 6000,NSK,30000
BD-0253,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6000 KOYO,Mã: 6000,KOYO,28000
BD-0254,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6000 TQ,Mã: 6000,TQ,12000
BD-0255,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6001 NSK,Mã: 6001,NSK,35000
BD-0256,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6001 KOYO,Mã: 6001,KOYO,30000
BD-0257,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6001 TQ,Mã: 6001,TQ,14000
BD-0258,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6001 SKF,Mã: 6001,SKF,120000
BD-0259,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6002 NSK,Mã: 6002,NSK,40000
BD-0260,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6002 KOYO,Mã: 6002,KOYO,40000
BD-0261,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6002 TQ,Mã: 6002,TQ,15000
BD-0262,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6003 NSK,Mã: 6003,NSK,45000
BD-0263,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6003 KOYO,Mã: 6003,KOYO,42000
BD-0264,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6003 TQ,Mã: 6003,TQ,16000
BD-0265,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6003 SKF,Mã: 6003,SKF,130000
BD-0266,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6004 NSK,Mã: 6004,NSK,50000
BD-0267,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6004 KOYO,Mã: 6004,KOYO,45000
BD-0268,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6004 TQ,Mã: 6004,TQ,18000
BD-0269,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6005 NSK,Mã: 6005,NSK,60000
BD-0270,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6005 KOYO,Mã: 6005,KOYO,60000
BD-0271,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6005 TQ,Mã: 6005,TQ,23000
BD-0272,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6005 SKF,Mã: 6005,SKF,160
BD-0273,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6006 NSK,Mã: 6006,NSK,80000
BD-0274,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6006 KOYO,Mã: 6006,KOYO,70000
BD-0275,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6006 TQ,Mã: 6006,TQ,26000
BD-0276,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6006 SKF,Mã: 6006,SKF,175000
BD-0277,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6007 NSK,Mã: 6007,NSK,90000
BD-0278,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6007 KOYO,Mã: 6007,KOYO,75000
BD-0279,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6007 TQ,Mã: 6007,TQ,30000
BD-0280,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6008 NSK,Mã: 6008,NSK,130000
BD-0281,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6008 KOYO,Mã: 6008,KOYO,115000
BD-0282,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6008 TQ,Mã: 6008,TQ,40000
BD-0283,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6008 SKF,Mã: 6008,SKF,370000
BD-0284,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6009 NSK,Mã: 6009,NSK,160000
BD-0285,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6009 KOYO,Mã: 6009,KOYO,135000
BD-0286,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6009 TQ,Mã: 6009,TQ,55000
BD-0287,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6010 NSK,Mã: 6010,NSK,195000
BD-0288,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6010 KOYO,Mã: 6010,KOYO,170000
BD-0289,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6010 TQ,Mã: 6010,TQ,60000
BD-0290,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6010 SKF,Mã: 6010,SKF,520000
BD-0291,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6011 NSK,Mã: 6011,NSK,275000
BD-0292,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6011 KOYO,Mã: 6011,KOYO,230000
BD-0293,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6011 TQ,Mã: 6011,TQ,85000
BD-0294,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6012 KOYO,Mã: 6012,KOYO,300000
BD-0295,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6012 TQ,Mã: 6012,TQ,115000
BD-0296,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6013 KOYO,Mã: 6013,KOYO,385000
BD-0297,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6013 TQ,Mã: 6013,TQ,145000
BD-0298,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6014 NSK,Mã: 6014,NSK,460000
BD-0299,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6014 KOYO,Mã: 6014,KOYO,415000
BD-0300,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6014 TQ,Mã: 6014,TQ,16500
BD-0301,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6015 KOYO,Mã: 6015,KOYO,470000
BD-0302,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6015 TQ,Mã: 6015,TQ,265000
BD-0303,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6016 TQ,Mã: 6016,TQ,310000
BD-0304,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6000,Bạc đạn 6018 TQ,Mã: 6018,TQ,320000
BD-0305,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6200 NSK,Mã: 6200,NSK,38000
BD-0306,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6200 KOYO,Mã: 6200,KOYO,33000
BD-0307,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6200 TQ,Mã: 6200,TQ,12000
BD-0308,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6201 NSK,Mã: 6201,NSK,40000
BD-0309,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6201 KOYO,Mã: 6201,KOYO,35000
BD-0310,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6201 TQ,Mã: 6201,TQ,13000
BD-0311,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6202 NSK,Mã: 6202,NSK,55000
BD-0312,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6202 KOYO,Mã: 6202,KOYO,40000
BD-0313,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6202 TQ,Mã: 6202,TQ,14000
BD-0314,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6202 SKF,Mã: 6202,SKF,140000
BD-0315,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6203 NSK,Mã: 6203,NSK,75000
BD-0316,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6203 KOYO,Mã: 6203,KOYO,55000
BD-0317,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6203 TQ,Mã: 6203,TQ,16000
BD-0318,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6204 NSK,Mã: 6204,NSK,80000
BD-0319,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6204 KOYO,Mã: 6204,KOYO,65000
BD-0320,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6204 TQ,Mã: 6204,TQ,24000
BD-0321,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6204 SKF,Mã: 6204,SKF,175000
BD-0322,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6205 NSK,Mã: 6205,NSK,90000
BD-0323,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6205 KOYO,Mã: 6205,KOYO,70000
BD-0324,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6205 TQ,Mã: 6205,TQ,26000
BD-0325,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6206 NSK,Mã: 6206,NSK,100000
BD-0326,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6206 KOYO,Mã: 6206,KOYO,80000
BD-0327,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6206 TQ,Mã: 6206,TQ,40000
BD-0328,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6206 SKF,Mã: 6206,SKF,230000
BD-0329,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6207 NSK,Mã: 6207,NSK,130000
BD-0330,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6207 KOYO,Mã: 6207,KOYO,115000
BD-0331,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6207 TQ,Mã: 6207,TQ,50000
BD-0332,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6208 NSK,Mã: 6208,NSK,160000
BD-0333,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6208 KOYO,Mã: 6208,KOYO,145000
BD-0334,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6208 TQ,Mã: 6208,TQ,70000
BD-0335,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6209 NSK,Mã: 6209,NSK,190000
BD-0336,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6209 KOYO,Mã: 6209,KOYO,170000
BD-0337,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6209 TQ,Mã: 6209,TQ,85000
BD-0338,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6210 NSK,Mã: 6210,NSK,255000
BD-0339,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6210 KOYO,Mã: 6210,KOYO,225000
BD-0340,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6210 TQ,Mã: 6210,TQ,100000
BD-0341,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6211 NSK,Mã: 6211,NSK,295000
BD-0342,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6211 KOYO,Mã: 6211,KOYO,255000
BD-0343,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6211 TQ,Mã: 6211,TQ,115000
BD-0344,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6212 NSK,Mã: 6212,NSK,350000
BD-0345,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6212 KOYO,Mã: 6212,KOYO,305000
BD-0346,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6212 TQ,Mã: 6212,TQ,140000
BD-0347,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6213 NSK,Mã: 6213,NSK,500000
BD-0348,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6213 KOYO,Mã: 6213,KOYO,435000
BD-0349,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6213 TQ,Mã: 6213,TQ,170000
BD-0350,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6214 NSK,Mã: 6214,NSK,690000
BD-0351,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6214 KOYO,Mã: 6214,KOYO,530000
BD-0352,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6214 TQ,Mã: 6214,TQ,200000
BD-0353,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6215 NSK,Mã: 6215,NSK,695000
BD-0354,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6215 KOYO,Mã: 6215,KOYO,600000
BD-0355,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6215 TQ,Mã: 6215,TQ,250000
BD-0356,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6216 KOYO,Mã: 6216,KOYO,660000
BD-0357,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6200,Bạc đạn 6216 TQ,Mã: 6216,TQ,275000
BD-0358,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6300 NSK,Mã: 6300,NSK,70000
BD-0359,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6300 KOYO,Mã: 6300,KOYO,60000
BD-0360,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6300 TQ,Mã: 6300,TQ,15000
BD-0361,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6301 NSK,Mã: 6301,NSK,75000
BD-0362,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6301 KOYO,Mã: 6301,KOYO,65000
BD-0363,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6301 TQ,Mã: 6301,TQ,17000
BD-0364,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6302 NSK,Mã: 6302,NSK,80000
BD-0365,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6302 KOYO,Mã: 6302,KOYO,68000
BD-0366,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6302 TQ,Mã: 6302,TQ,22000
BD-0367,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6303 NSK,Mã: 6303,NSK,85000
BD-0368,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6303 KOYO,Mã: 6303,KOYO,70000
BD-0369,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6303 TQ,Mã: 6303,TQ,26000
BD-0370,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6304 NSK,Mã: 6304,NSK,90000
BD-0371,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6304 KOYO,Mã: 6304,KOYO,75000
BD-0372,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6304 TQ,Mã: 6304,TQ,30000
BD-0373,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6304 SKF,Mã: 6304,SKF,215000
BD-0374,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6305 NSK,Mã: 6305,NSK,100000
BD-0375,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6305 KOYO,Mã: 6305,KOYO,85000
BD-0376,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6305 TQ,Mã: 6305,TQ,45000
BD-0377,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6306 NSK,Mã: 6306,NSK,150000
BD-0378,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6306 KOYO,Mã: 6306,KOYO,130000
BD-0379,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6306 TQ,Mã: 6306,TQ,65000
BD-0380,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6306 SKF,Mã: 6306,SKF,315000
BD-0381,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6307 NSK,Mã: 6307,NSK,235000
BD-0382,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6307 KOYO,Mã: 6307,KOYO,145000
BD-0383,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6307 TQ,Mã: 6307,TQ,75000
BD-0384,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6307 SKF,Mã: 6307,SKF,470000
BD-0385,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6308 NSK,Mã: 6308,NSK,270000
BD-0386,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6308 KOYO,Mã: 6308,KOYO,225000
BD-0387,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6308 TQ,Mã: 6308,TQ,110000
BD-0388,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6308 SKF,Mã: 6308,SKF,620000
BD-0389,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6309 NSK,Mã: 6309,NSK,390000
BD-0390,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6309 KOYO,Mã: 6309,KOYO,320000
BD-0391,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6309 TQ,Mã: 6309,TQ,155000
BD-0392,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6310 NSK,Mã: 6310,NSK,480000
BD-0393,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6310 KOYO,Mã: 6310,KOYO,415000
BD-0394,Bạc đạn (Vòng bi),Bạc đạn rãnh sâu series 6300,Bạc đạn 6310 TQ,Mã: 6310,TQ,180000
BD-0395,Bạc đạn (Vòng bi),Bạc đạn mini series 6900,Bạc đạn 6901 NSK,Mã: 6901,NSK,30000
BD-0396,Bạc đạn (Vòng bi),Bạc đạn mini series 6900,Bạc đạn 6901 TQ,Mã: 6901,TQ,15000
BD-0397,Bạc đạn (Vòng bi),Bạc đạn mini series 6900,Bạc đạn 6902 TQ,Mã: 6902,TQ,17000
BD-0398,Bạc đạn (Vòng bi),Bạc đạn mini series 6900,Bạc đạn 6903 TQ,Mã: 6903,TQ,22000
BD-0399,Bạc đạn (Vòng bi),Bạc đạn mini series 6900,Bạc đạn 6904 TQ,Mã: 6904,TQ,28000
BD-0400,Bạc đạn (Vòng bi),Bạc đạn mini series 6900,Bạc đạn 6905 TQ,Mã: 6905,TQ,33000
BD-0401,Bạc đạn (Vòng bi),Bạc đạn mini series 6900,Bạc đạn 6906 TQ,Mã: 6906,TQ,38000
BD-0402,Bạc đạn (Vòng bi),Bạc đạn mini series 6900,Bạc đạn 6907 TQ,Mã: 6907,TQ,44000
BD-0403,Bạc đạn (Vòng bi),Bạc đạn mini series 6900,Bạc đạn 6908 KOYO,Mã: 6908,KOYO,80
BD-0404,Bạc đạn (Vòng bi),Bạc đạn mini series 6900,Bạc đạn 6908 TQ,Mã: 6908,TQ,55000
BD-0405,Bạc đạn (Vòng bi),Bạc đạn mini series 6900,Bạc đạn 6909 TQ,Mã: 6909,TQ,66000
BD-0406,Bạc đạn (Vòng bi),Bạc đạn mini series 6900,Bạc đạn 6910 TQ,Mã: 6910,TQ,77000
BD-0407,Bạc đạn (Vòng bi),Bạc đạn chặn (Thrust Bearing) series 51100,Bạc đạn 51100 TQ,Mã: 51100,TQ,17000
BD-0408,Bạc đạn (Vòng bi),Bạc đạn chặn (Thrust Bearing) series 51100,Bạc đạn 51101 TQ,Mã: 51101,TQ,19000
BD-0409,Bạc đạn (Vòng bi),Bạc đạn chặn (Thrust Bearing) series 51100,Bạc đạn 51102 TQ,Mã: 51102,TQ,20000
BD-0410,Bạc đạn (Vòng bi),Bạc đạn chặn (Thrust Bearing) series 51100,Bạc đạn 51103 TQ,Mã: 51103,TQ,22000
BD-0411,Bạc đạn (Vòng bi),Bạc đạn chặn (Thrust Bearing) series 51100,Bạc đạn 51104 TQ,Mã: 51104,TQ,24000
BD-0412,Bạc đạn (Vòng bi),Bạc đạn chặn (Thrust Bearing) series 51100,Bạc đạn 51104 KYK,Mã: 51104,KYK,30000
